timestamp,acc_x_dashboard,acc_y_dashboard,acc_z_dashboard,acc_x_above_suspension,acc_y_above_suspension,acc_z_above_suspension,acc_x_below_suspension,acc_y_below_suspension,acc_z_below_suspension,gyro_x_dashboard,gyro_y_dashboard,gyro_z_dashboard,gyro_x_above_suspension,gyro_y_above_suspension,gyro_z_above_suspension,gyro_x_below_suspension,gyro_y_below_suspension,gyro_z_below_suspension,mag_x_dashboard,mag_y_dashboard,mag_z_dashboard,mag_x_above_suspension,mag_y_above_suspension,mag_z_above_suspension,temp_dashboard,temp_above_suspension,temp_below_suspension,timestamp_gps,latitude,longitude,speed
1577218904.57,-0.9875483297729492,0.6995857250976562,9.88511995941162,-0.5758930920112417,-0.0490519364519809,10.71387724371189,-0.0878847194764664,-0.8366274923185014,10.668037041194266,2.5098800659179688,4.902076721191406,-0.6988525390624999,0.0774104420731707,0.4750693716653963,-0.9501387433307928,-3.9966862376143295,-5.637192144626525,0.4274321765434451,17.932844522562263,-8.714651920438957,1.0033414733414696,18.377561922204787,-13.052079677079677,-129.1524292972099,34.03501362805883,34.370473537604454,31.926408482343422,1577218902.999,-27.717446812416465,-51.09935053958134,11.802369
1577218904.58,-0.7170035421752929,0.199197578124999,10.720696338806151,-0.8201016613471792,0.276559489329268,10.086596408750951,0.19463107642197,-0.5708711080411576,10.107793852717704,-0.7555007934570312,-0.0417709350585937,-0.8209228515624999,0.9013850514481708,-0.2573525033346037,-1.1637617902057928,0.8861262623856707,2.205825433498476,-1.8919037609565548,17.59921020586343,-9.480775166191831,1.3377886311219571,16.21549581371011,-13.647046272046271,-134.08426430617254,34.08293647227963,34.27462784916285,31.782639949681013,1577218902.999,-27.717446812416465,-51.09935053958134,11.802369
1577218904.59,-0.2309806051635742,0.0088585461425776,9.468528870544432,-0.1461338940131953,-0.0562345414324501,10.130889139463845,-0.2435078273866227,0.4945486307283726,9.494878227717702,-1.2590408325195312,-2.4679183959960938,-0.7904052734375,-0.2125065501143292,-0.3031288705221037,-1.0722090558307928,-1.3263981516768295,1.137710199123476,-1.9987152843940548,17.59921020586343,-8.906182731877175,1.505012210012208,10.810330542473398,8.366717741717743,-126.68651179272854,34.17878216072124,34.32255069338365,31.95036990445383,1577218902.999,-27.717446812416465,-51.09935053958134,11.802369
1577218904.6,-0.4895543844604492,-0.1790862841796874,9.377549207458491,-0.2622526745307729,-0.4895850419207309,9.995616745665014,-0.8540292507264664,-0.6139667379239702,9.679231755549734,1.3196945190429688,1.3925552368164062,-0.3936767578124999,-0.0141422923018292,0.4750693716653963,-1.1637617902057928,-0.6092350657393293,2.968764886623476,-0.9153412609565548,17.59921020586343,-8.33159029756252,1.0033414733414696,10.810330542473398,7.920492795492797,-132.8513055539319,34.08293647227963,34.17878216072124,31.782639949681013,1577218902.999,-27.717446812416465,-51.09935053958134,11.802369
1577218904.61,-0.1663371603393554,0.4410119458007812,10.8164644052124,-0.2430990612495229,0.228675456126143,9.878300864317358,-0.207594802484279,0.2240038431307163,10.0479388112138,0.5567550659179688,-1.2929916381835938,-0.9735107421875,0.2910334889481707,0.5055869497903963,-1.4079024152057928,7.111712199885671,14.962173089748475,-2.1970795422065548,17.59921020586343,-8.33159029756252,1.0033414733414696,10.810330542473398,-14.83697946197946,-132.8513055539319,34.08293647227963,34.370473537604454,31.83056279390182,1577218902.999,-27.717446812416465,-51.09935053958134,11.802369
1577218904.62,-0.0597951864624028,-0.3706224169921875,9.886317060241698,0.3769991687309447,0.4728840254620805,10.156028256895484,-0.044789089593654,-0.1949814473966264,9.942593938166922,-1.8541336059570312,-0.6216049194335936,-0.8819580078125,-0.3498356516768292,-0.1352821908346037,-1.4079024152057928,-1.9825260813643293,2.663589105373476,-1.3425873547065548,17.766027364212846,-10.24689841194471,1.337788631121964,10.810330542473398,-14.688237813237812,-125.45355304048788,34.01105220594842,34.27462784916285,31.782639949681013,1577218902.999,-27.717446812416465,-51.09935053958134,11.802369
1577218904.63,-0.1830965719604492,0.611000263671875,9.485288282165524,-0.1293744823921016,-0.4273357987566684,9.917805191709936,-0.2830121547792009,0.052818424429545,10.126947465998954,0.9229660034179688,-2.4526596069335938,-0.9429931640625,-0.8686344798018293,-0.4557167611471037,-1.0722090558307928,-0.7618229563643292,1.7480617616234757,-1.0831879406440548,19.601016106056427,-9.097713543315397,1.3377886311219571,17.566787131519277,-14.576681576681576,24.04269566869301,34.08293647227963,34.10689789439003,31.97433132656424,1577218902.999,-27.717446812416465,-51.09935053958134,11.802369
1577218904.64,-0.1447893453979492,0.3069366528320312,10.584226844177245,-0.2239454479682729,-0.3986053788347934,9.380306919004855,0.9535930026915012,-0.1590684224942826,8.625783025080983,-0.8470535278320312,1.8503189086914065,-1.0955810546875,0.0468928639481707,-0.4404579720846037,-1.5910078839557928,0.6419856373856707,-3.714584722751524,-1.1594818859565548,18.766930314309345,-9.289244354753611,2.842800841134172,28.647375937554507,-13.1264505014505,-132.23482617781156,34.08293647227963,34.08293647227963,31.782639949681013,1577218902.999,-27.717446812416465,-51.09935053958134,11.802369
1577218904.65,-0.1950675802612304,-1.2229582080078123,9.968917017517088,0.2812311023246948,0.247829069407393,10.443332456114234,0.1228050266172825,0.2551284647127476,8.779011931330983,-1.9456863403320312,0.4465103149414062,-1.0040283203125,-0.4719059641768292,-1.5696083627096038,-1.4079024152057928,-1.8909733469893293,2.297378167873476,-0.3355072765815549,18.766930314309345,-9.289244354753611,2.842800841134172,28.647375937554507,-13.1264505014505,-132.23482617781156,33.891245095396414,34.03501362805883,31.97433132656424,1577218902.999,-27.717446812416465,-51.09935053958134,11.802369
1577218904.66,-0.1627458578491215,0.2698265270996093,9.516412903747558,-0.7051799816596792,-0.5973241166277621,9.037936081602512,-0.5834844631288102,-0.1327322042325638,10.299329985530203,0.5414962768554688,-1.3845443725585938,-1.0955810546875,-0.5939762766768293,-2.576688440834604,-0.9501387433307928,2.3204524342606705,10.231948480373475,-1.5256928234565548,18.600113155959928,-10.05536760050649,2.006682946682943,45.94390480551195,-14.762608637608636,-132.23482617781156,34.08293647227963,34.27462784916285,31.926408482343422,1577218902.999,-27.717446812416465,-51.09935053958134,11.802369
1577218904.67,-0.0059256491088867,-0.4951209033203125,9.791746094665523,0.0609645495903197,-0.0514461381121376,9.247428726866186,-0.4314526577088883,0.4059631693025913,10.077866331965753,-1.1217117309570312,-1.1098861694335938,-1.4312744140625,0.1842219655106707,-0.2268349252096037,-1.3010908917682928,-1.738385456364329,-2.8753513243140247,-1.6477631359565548,17.265575889164598,-9.863836789068271,2.006682946682946,18.107303658642948,-15.097277347277346,-123.29587522406672,34.08293647227963,34.17878216072124,31.90244706023303,1577218902.999,-27.717446812416465,-51.09935053958134,11.802369
1577218904.68,-0.1376067404174804,-0.6794744311523437,8.8244886239624,-0.3364729259956167,-0.4393068070574496,10.036318173887672,0.0773151950743137,-0.8653579122403764,10.763805107600517,-0.6944656372070312,-0.7131576538085938,-1.0650634765625,-0.6244938548018293,-1.6916786752096038,-1.0111738995807928,-2.959088581364329,-4.385971441501525,-2.2275971203315548,17.432393047514015,-9.672305977630051,1.1705650522317133,11.891363596720732,9.705392580392584,-121.75467678376587,34.370473537604454,34.27462784916285,31.926408482343422,1577218902.999,-27.717446812416465,-51.09935053958134,11.802369
1577218904.69,-0.4009689230346679,-0.1671152758789062,8.994476941833494,-0.645324940155773,-0.5278922684832309,9.533535825254855,0.0342195651915012,0.81537165318931,9.870767888362236,0.8619308471679688,-0.2859115600585937,-1.0040283203125,0.0774104420731707,-0.9287392220846036,-1.1942793683307928,-2.074078815739329,-10.947250738376525,-1.5562104015815548,17.432393047514015,-9.672305977630051,1.1705650522317133,12.43188012384441,-15.060091935091933,-116.20636239868288,34.08293647227963,34.27462784916285,31.926408482343422,1577218902.999,-27.717446812416465,-51.09935053958134,11.802369
1577218904.7,-0.4656123678588866,0.1106121166992177,9.727102649841306,-0.1808498180854604,0.2430406660870805,10.014770358946263,0.0821035983946262,0.0444387186189976,9.212362431819264,-0.1756668090820312,-0.1333236694335937,-1.0040283203125,-0.0751774485518292,-1.0508095345846038,-1.0416914777057928,1.4964778248856707,1.2597805116234757,-1.6477631359565548,17.766027364212846,-10.055367600506491,0.8361178944512258,10.810330542473398,-13.94452956952957,-114.35692427032188,34.27462784916285,34.27462784916285,32.07017701500584,1577218902.999,-27.717446812416465,-51.09935053958134,11.802369
1577218904.71,-0.1926733786010747,-0.0845153186035156,10.06348798309326,-0.539980067108898,-0.2956547074480746,9.733451663877906,-0.3045599697206071,-0.0609061544278768,9.69479406634075,-0.1451492309570312,-2.3000717163085938,-1.416015625,-0.0446598704268292,-1.3407265267721038,-1.3926436261432928,0.7793147389481712,0.2832180116234759,-0.6101654797065548,18.09966168091168,-10.438429223382927,1.6722357889024584,11.350847069597076,-13.498304623304625,-120.5217180315252,34.10689789439003,34.22670500494204,31.87848563812262,1577218902.999,-27.717446812416465,-51.09935053958134,11.802369
1577218904.72,-0.4440645529174804,0.1273715283203115,10.423815332946775,0.063358751250476,0.6404781416730181,10.13208624029392,-0.3416700954530289,0.4394819925447789,9.487695622737236,0.3736495971679687,-0.1028060913085937,-0.9429931640625,-0.3193180735518292,0.0478232779153963,-1.3163496808307928,-3.9966862376143295,-4.385971441501525,-0.5491303234565549,17.09875873081518,-8.140059486124303,2.17390652557319,11.350847069597076,-13.275192150192147,-119.90523865540489,34.08293647227963,34.17878216072124,31.97433132656424,1577218902.999,-27.717446812416465,-51.09935053958134,11.802369
